name,lat,lon,address,tel,URL,category1,category2
若宮公民館,35.72244136,139.9557497,市川市若宮2-15-8,047-336-7958,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾜｶﾐﾔｺｳﾐﾝｶﾝ,1階展示ｺ-ﾅ-内
八幡市民談話室,35.72252953,139.9279614,市川市八幡2-4-8,047-712-8647,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾔﾜﾀｼﾐﾝﾀﾞﾝﾜｼﾂ,1階総合受付脇
こども発達ｾﾝﾀ-,35.72267975,139.9064626,市川市大洲4-18-3,047-370-3561,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｺﾄﾞﾓﾊｯﾀﾂｾﾝﾀ-,1階市川駅南公民館事務室受付横
東山魁夷記念館,35.72280206,139.9464211,市川市中山1-16-2,047-333-2011,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾋｶﾞｼﾔﾏｶｲｲｷﾈﾝｶﾝ,受付奥
市役所八幡分庁舎,35.72346511,139.9303059,市川市八幡4-2-1,047-332-8739,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｼﾔｸｼｮﾔﾜﾀﾌﾞﾝﾁｮｳｼｬ,1階玄関ﾎ-ﾙ左側
新田保育園,35.72353264,139.9118244,市川市新田3-21-1,047-370-4557,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｼﾝﾃﾞﾝﾎｲｸｴﾝ,玄関右側
八幡市民会館(全日警ﾎｰﾙ),35.723555,139.931013,市川市八幡4-2-1,047-300-8020,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾔﾜﾀｼﾐﾝｶｲｶﾝ(ｾﾞﾝﾆｯｹｲﾎｰﾙ),1階ｴﾝﾄﾗﾝｽ
大洲小学校,35.72356278,139.9069056,市川市大洲4-18-1,047-370-0300,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｵｵｽｼｮｳｶﾞｯｺｳ,保健室前廊下
中央公民館,35.723839,139.930382,市川市八幡4-2-1,047-334-4279,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾁｭｳｵｳｺｳﾐﾝｶﾝ,1階廊下階段横情報ｺ-ﾅ-壁面
平田小学校,35.72411428,139.9180813,市川市平田3-28-1,047-379-6761,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾋﾗﾀｼｮｳｶﾞｯｺｳ,第1校舎1階保健室脇
若宮保育園,35.72425714,139.9517289,市川市若宮3-7-6,047-334-2115,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾜｶﾐﾔﾎｲｸｴﾝ,正面玄関入口
市川市東消防署中山出張所,35.72429742,139.9473738,市川市北方3-10-11,047-332-0119,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼﾋｶﾞｼｼｮｳﾎﾞｳｼｮﾅｶﾔﾏｼｭｯﾁｮｳｼﾞｮ,1階受付内
平田図書室,35.72469008,139.9195853,市川市平田1-20-16,047-321-2243,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾋﾗﾀﾄｼｮｼﾂ,事務室入口横
平田保育園,35.72473525,139.9194637,市川市平田1-20-16,047-324-1311,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾋﾗﾀﾎｲｸｴﾝ,事務室
平田地域ふれあい館,35.724753,139.918175,市川市平田2-16-7,047-322-4467,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾋﾗﾀﾁｲｷﾌﾚｱｲｶﾝ,1階管理人室前
新田第2保育園,35.72526019,139.9164024,市川市新田2-1-24,047-376-9036,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｼﾝﾃﾞﾝﾀﾞｲﾆﾎｲｸｴﾝ,玄関左側
いきいきｾﾝﾀ-北方,35.725466,139.9410637,市川市北方2-29-19,047-332-3846,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲｷｲｷｾﾝﾀ-ｷﾀｶﾀ,管理事務所受付前
八幡小学校,35.72589142,139.9282307,市川市八幡3-24-1,047-325-4763,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾔﾜﾀｼｮｳｶﾞｯｺｳ,職員ﾄｲﾚ前
市川南仮設庁舎,35.726143,139.904851,市川市市川南2-9-12,047-712-8647,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼﾐﾅﾐｶｾﾂﾁｮｳｼｬ,1階管財課車両担当執務室内
若宮小学校,35.72666328,139.9522409,市川市若宮3-54-10,047-339-2177,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾜｶﾐﾔｼｮｳｶﾞｯｺｳ,職員室前廊下
市川南保育園,35.7269635,139.9025866,市川市市川南4-1-15,047-324-1155,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜﾐﾅﾐﾎｲｸｴﾝ,玄関内
宮田小学校,35.72699561,139.9091527,市川市新田4-8-15,047-379-7647,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾐﾔﾀｼｮｳｶﾞｯｺｳ,保健室前廊下
冨貴島小学校,35.72713658,139.9375729,市川市八幡6-10-11,047-334-2624,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾌｷｼﾏｼｮｳｶﾞｯｺｳ,第1校舎1階廊下の職員室と保健室の間の壁面
宮田地域ふれあい館,35.72767939,139.911121,市川市新田5-16-6,047-324-4525,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾐﾔﾀﾁｲｷﾌﾚｱｲｶﾝ,1階玄関
市川駅行政ｻ-ﾋﾞｽｾﾝﾀ-,35.72810483,139.9082473,市川市市川南1-1-1 I-LINKﾀｳﾝいちかわｻﾞ･ﾀﾜ-ｽﾞｲ-ｽﾄ3階,047-704-3115,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｴｷｷﾞｮｳｾｲｻ-ﾋﾞｽｾﾝﾀ-,正面入口内側自動ﾄﾞｱ右側壁際
富貴島保育園,35.72846333,139.9355406,市川市八幡6-14-19,047-336-1144,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾌｷｼﾏﾎｲｸｴﾝ,2階本棚の上
東部公民館,35.72872886,139.9507738,市川市本北方3-19-16,047-337-8886,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾄｳﾌﾞｺｳﾐﾝｶﾝ,1階ﾎ-ﾙ
いちかわ観光・物産案内所,35.72910533,139.9082704,市川市市川1-1-1,047-324-7751,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｶﾝｺｳ・ﾌﾞｯｻﾝｱﾝﾅｲｼﾞｮ,事務室奥
市川駅南口図書館,35.72918783,139.9060374,市川市市川南1-10-1 I-LINKﾀｳﾝいちかわｻﾞ・ﾀﾜ-ｽﾞｳｴｽﾄ3階,047-325-6241,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｴｷﾐﾅﾐｸﾞﾁﾄｼｮｶﾝ,入口右側
市川市ｱｲ・ﾘﾝｸﾀｳﾝ展望施設,35.7293,139.905937,市川市市川南1-10-1 I-LINKﾀｳﾝいちかわｻﾞ･ﾀﾜ-ｽﾞｳｴｽﾄ45階,047-322-9300,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼｱｲ・ﾘﾝｸﾀﾜ-ﾃﾝﾎﾞｳｼｾﾂ,45階展望ﾛﾋﾞ-付近
男女共同参画ｾﾝﾀ- ｳィｽﾞ,35.73000539,139.9103826,市川市市川1-24-2,047-322-6700,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾀﾞﾝｼﾞｮｷｮｳﾄﾞｳｻﾝｶｸｾﾝﾀ-ｳｨｽﾞ,4階受付窓口入口付近
市川市西消防署,35.73010447,139.910449,市川市市川1-24-2,047-323-0119,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼﾆｼﾞｼｼｮｳﾎﾞｳｼｮ,2階事務室前
本北方保育園,35.73016264,139.9501569,市川市本北方2-40-23,047-338-5982,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾓﾄｷﾀｶﾀﾎｲｸｴﾝ,職員玄関
市川地域ふれあい館,35.730911,139.903559,市川市市川2-7-7,047-322-7710,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜﾁｲｷﾌﾚｱｲｶﾝ,1階管理人室前
市川公民館,35.73099925,139.9065918,市川市市川2-33-2,047-321-1171,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｺｳﾐﾝｶﾝ,ﾛﾋﾞ-事務室出入口傍
いきいきｾﾝﾀ-市川,35.73143225,139.9060174,市川市市川2-33-6,047-322-2277,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲｷｲｷｾﾝﾀ-ｲﾁｶﾜ,3階廊下
市川小学校,35.73170331,139.9049564,市川市市川2-32-5,047-325-4758,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼｮｳｶﾞｯｺｳ,管理棟1階校長室前廊下
北方小学校,35.73241156,139.9453845,市川市北方町4-1356-1,047-339-1701,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｷﾀｶﾀｼｮｳｶﾞｯｺｳ,職員玄関傍
菅野公民館,35.73273867,139.9168695,市川市菅野3-24-2,047-322-7761,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｽｶﾞﾉｺｳﾐﾝｶﾝ,1階受付脇
菅野保育園,35.73286875,139.9272661,市川市菅野4-12-16,047-326-4452,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｽｶﾞﾉﾎｲｸｴﾝ,1階事務室
菅野小学校,35.73468814,139.9168654,市川市菅野6-14-1,047-324-5955,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｽｶﾞﾉｼｮｳｶﾞｯｺｳ,職員室前廊下
大柏川第一調節池緑地,35.73501122,139.9509046,市川市北方町4-1444-59,047-337-7111,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｵｵｶﾞｼﾜｶﾞﾜﾀﾞｲｲﾁﾁｮｳｾﾂﾁﾘｮｸﾁ,事務室
市川市市民ﾌﾟ-ﾙ,35.73501781,139.95337,市川市北方町4-2270-3,047-338-7346,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼｼﾐﾝﾌﾟ-ﾙ,医務室内
宮久保保育園,35.73502225,139.9390093,市川市宮久保3-17-10,047-374-1510,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾐﾔｸﾎﾞﾎｲｸｴﾝ,玄関
菅野終末処理場,35.73555442,139.9277558,市川市東菅野2-23-1,047-325-0144,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｽｶﾞﾉｼｭｳﾏﾂｼｮﾘｼﾞｮｳ,2階ﾎ-ﾙ内
宮久保小学校,35.73682039,139.9441414,市川市宮久保5-7-1,047-371-2747,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾐﾔｸﾎﾞｼｮｳｶﾞｯｺｳ,職員室前廊下壁面
いきいきｾﾝﾀ-宮久保,35.73693567,139.9361042,市川市宮久保4-2-4,047-372-5755,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲｷｲｷｾﾝﾀ-ﾐﾔｸﾎﾞ,1階ﾎ-ﾙ
真間小学校,35.73770314,139.910191,市川市真間4-1-1,047-372-4726,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾏﾏｼｮｳｶﾞｯｺｳ,第4昇降口(職員室横)
須和田の丘特別支援学校,35.73814272,139.9134197,市川市須和田2-34-1,047-371-2258,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｽﾜﾀﾞﾉｵｶﾄｸﾍﾞﾂｼｴﾝｶﾞｯｺｳ,管理棟1階保健室前
第二中学校,35.73931428,139.9137304,市川市須和田2-34-1,047-371-6188,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾀﾞｲﾆﾁｭｳｶﾞｯｺｳ,1階職員玄関右側通路壁面
柏井小学校,35.73942053,139.9666324,市川市柏井町1-1149-1,047-337-8877,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｶｼﾜｲｼｮｳｶﾞｯｺｳ,職員室前廊下
下貝塚中学校,35.73966725,139.9456931,市川市下貝塚3-13-1,047-371-8800,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｼﾓｶｲﾂﾞｶﾁｭｳｶﾞｯｺｳ,職員室前廊下
木内ｷﾞャﾗﾘ-,35.73968628,139.9099608,市川市真間4-11-4,047-371-4916,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｷｳﾁｷﾞｬﾗﾘ-,1階ﾎ-ﾙ
芳澤ｶﾞ-ﾃﾞﾝｷﾞャﾗﾘ-,35.73974267,139.9115215,市川市真間5-1-18,047-374-7687,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾖｼｻﾞﾜｶﾞ-ﾃﾞﾝｷﾞｬﾗﾘ-,事務所前
百合台小学校,35.74008883,139.9270424,市川市曽谷6-10-1,047-374-1811,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾕﾘﾀﾞｲｼｮｳｶﾞｯｺｳ,校舎1階職員室
第三中学校,35.74033678,139.9325818,市川市曽谷3-2-1,047-371-7341,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾀﾞｲｻﾝﾁｭｳｶﾞｯｺｳ,職員玄関
百合台幼稚園,35.74038739,139.9255724,市川市曽谷6-10-1,047-373-8937,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾕﾘﾀﾞｲﾖｳﾁｴﾝ,玄関ﾎ-ﾙ
郭沫若記念館,35.74106364,139.9126376,市川市真間5-3-19,047-372-5400,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｶｸﾏﾂｼﾞｬｸｷﾈﾝｶﾝ,事務室
大野小学校,35.74224008,139.9509816,市川市南大野1-42-1,047-338-3000,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｵｵﾉｼｮｳｶﾞｯｺｳ,職員玄関入口
国府台市民体育館,35.74285144,139.9077525,市川市国府台1-6-4,047-373-3112,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｺｳﾉﾀﾞｲｼﾐﾝﾀｲｸｶﾝ,1階ﾛﾋﾞ-
大野保育園,35.74288706,139.953028,市川市南大野2-4-5,047-337-4551,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｵｵﾉﾎｲｸｴﾝ,正面玄関内
松香園,35.74325169,139.916023,市川市国分3-20-2,047-373-0482,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｼｮｳｶｴﾝ,1階事務所受付
曽谷公民館,35.74360389,139.9273672,市川市曽谷6-25-5,047-372-2871,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｿﾔｺｳﾐﾝｶﾝ,玄関内部壁面
奉免地域ふれあい館,35.743964,139.958862,市川市柏井町2-49-6,047-338-5407,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾎｳﾒﾁｲｷﾌﾚｱｲｶﾝ,1階管理人室前
市川市西消防署国府台出張所,35.74435814,139.9054763,市川市国府台1-6-8,047-372-0119,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼﾆｼﾞｼｼｮｳﾎﾞｳｼｮｺｳﾉﾀﾞｲｼｭｯﾁｮｳｼﾞｮ,1階受付前
第一中学校,35.74465811,139.9010871,市川市国府台2-7-1,047-371-6045,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾀﾞｲｲﾁﾁｭｳｶﾞｯｺｳ,職員室前ﾄｲﾚ横
国分小学校,35.74506911,139.9207018,市川市東国分2-4-1,047-371-6793,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｺｸﾌﾞﾝｼｮｳｶﾞｯｺｳ,職員玄関内
市川市北消防署曽谷出張所,35.74514739,139.9357278,市川市曽谷2-7-2,047-374-0119,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼｷﾀｼｮｳﾎﾞｳｼｮｿﾔｼｭｯﾁｮｳｼﾞｮ,玄関
大柏出張所,35.7453025,139.9532306,市川市南大野2-3-19,047-339-1111,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｵｵｶﾞｼﾜｼｭｯﾁｮｳｼｮ,2階公民館事務室前
いちかわ市民ｷャﾝﾌﾟ場,35.74539567,139.9737945,市川市柏井町2-992-1,047-337-9802,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼﾐﾝｷｬﾝﾌﾟｼﾞｮｳ,2階事務所内
柏井公民館,35.74596578,139.965405,市川市柏井町2-844,047-338-2988,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｶｼﾜｲｺｳﾐﾝｶﾝ,1階受付脇
里見公園,35.74663275,139.8999279,市川市国府台3-9,047-372-0062,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｻﾄﾐｺｳｴﾝ,管理棟事務所内
曽谷小学校,35.74711975,139.9266305,市川市曽谷7-18-1,047-371-7888,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｿﾔｼｮｳｶﾞｯｺｳ,職員室前
曽谷保育園,35.74847236,139.9259245,市川市曽谷7-28-15,047-373-5530,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｿﾔﾎｲｸｴﾝ,玄関脇
中国分保育園,35.74875247,139.9123357,市川市中国分2-13-1,047-372-7947,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾅｶｺｸﾌﾞﾝﾎｲｸｴﾝ,玄関横
東国分中学校,35.74887125,139.9229284,市川市東国分3-5-1,047-371-5963,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾋｶﾞｼｺｸﾌﾞﾝﾁｭｳｶﾞｯｺｳ,職員玄関
西部公民館,35.74926567,139.9132097,市川市中国分2-13-8,047-373-8175,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｾｲﾌﾞｺｳﾐﾝｶﾝ,玄関ﾛﾋﾞ-
中国分ｽﾎﾟ-ﾂ広場,35.75001675,139.9085995,市川市中国分4-25,047-327-5855,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾅｶｺｸﾌﾞﾝｽﾎﾟ-ﾂﾋﾛﾊﾞ,管理事務所内
明松園,35.75013106,139.9130889,市川市中国分2-17-21,047-372-9017,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾒｲｼｮｳｴﾝ,事務所内ｶｳﾝﾀ-
大柏小学校,35.75027739,139.9538462,市川市大野町2-1877,047-337-8141,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｵｵｶﾞｼﾜｼｮｳｶﾞｯｺｳ,1階職員室前
市川市北消防署,35.75101467,139.9601875,市川市大野町4-2163-1,047-338-0119,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼｷﾀｼｮｳﾎﾞｳｼｮ,1階受付内
ﾘﾊﾋﾞﾘﾃ-ｼョﾝ病院,35.75130264,139.9646509,市川市柏井町4-229-4,047-320-7111,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾘﾊﾋﾞﾘﾃ-ｼｮﾝﾋﾞｮｳｲﾝ,病院外来ｶｳﾝﾀ-
万葉植物園,35.752784,139.9530096,市川市大野町2-1857,047-337-9866,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾏﾝﾖｳｼｮｸﾌﾞﾂｴﾝ,管理棟事務所内
第五中学校,35.75314964,139.9568914,市川市大野町3-1993,047-337-8344,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾀﾞｲｺﾞﾁｭｳｶﾞｯｺｳ,職員室前廊下
国府台ﾃﾞｲｻ-ﾋﾞｽｾﾝﾀ-,35.75346303,139.9035273,市川市国府台5-25-4,047-375-0853,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｺｳﾉﾀﾞｲﾃﾞｲｻ-ﾋﾞｽｾﾝﾀ-,事務室横廊下
国府台小学校,35.75353067,139.9028525,市川市国府台5-25-4,047-372-4672,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｺｳﾉﾀﾞｲｼｮｳｶﾞｯｺｳ,第3校舎1階職員室前
中国分小学校,35.75356311,139.9162327,市川市中国分1-22-1,047-371-7886,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾅｶｺｸﾌﾞﾝｼｮｳｶﾞｯｺｳ,職員室前廊下
J:COM北市川ｽﾎﾟｰﾂﾊﾟｰｸ,35.753978,139.9672,市川市柏井町4-277-1,047-337-1810,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｼﾞｪｲｺﾑｷﾀｲﾁｶﾜｽﾎﾟｰﾂﾊﾟｰｸ,医務室内
須和田の丘特別支援学校稲越校舎,35.75411622,139.9241949,市川市稲越町518-2,047-373-9000,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｽﾜﾀﾞﾉｵｶﾄｸﾍﾞﾂｼｴﾝｶﾞｯｺｳｲﾅｺﾞｼｺｳｼｬ,保健室前
稲越小学校,35.75442275,139.9240847,市川市稲越町518-2,047-373-8401,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾅｺﾞｼｼｮｳｶﾞｯｺｳ,2階保健室横
霊園,35.75746867,139.9707605,市川市大野町4-2481,047-337-5696,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾚｲｴﾝ,事務室内
大野地域ふれあい館,35.75793736,139.9554059,市川市大野町3-1625-1,047-338-3754,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｵｵﾉﾁｲｷﾌﾚｱｲｶﾝ,1階管理人室入口横
いきいきｾﾝﾀ-北国分,35.75882611,139.9035431,市川市北国分1-12-32,047-377-2167,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲｷｲｷｾﾝﾀ-ｷﾀｺｸﾌﾞﾝ,1階玄関正面
市川歴史博物館,35.75977661,139.9115171,市川市堀之内2-27-1,047-373-6351,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜﾚｷｼﾊｸﾌﾞﾂｶﾝ,事務室前
養護老人ﾎ-ﾑいこい荘,35.76003944,139.9535071,市川市大町521,047-337-8703,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾖｳｺﾞﾛｳｼﾞﾝﾎ-ﾑｲｺｲｿｳ,事務室前廊下
市川市斎場,35.76250794,139.9714705,市川市大野町4-2610-1,047-338-2941,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｲﾁｶﾜｼｻｲｼﾞｮｳ,事務室内
動植物園,35.76490303,139.9656796,市川市大町284-1,047-338-1960,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾄﾞｳｼｮｸﾌﾞﾂｴﾝ,事務室
少年自然の家,35.76602914,139.9662123,市川市大町280-4,047-337-0533,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｼｮｳﾈﾝｼｾﾞﾝﾉｲｴ,1階受付脇
観賞植物園,35.76853,139.970293,市川市大町213-11,047-339-4411,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｶﾝｼｮｳｼｮｸﾌﾞﾂｴﾝ,観賞植物園
梨香園,35.77098786,139.9565872,市川市大町77-19,047-339-3855,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ﾘｺｳｴﾝ,事務室内
大町小学校,35.77195178,139.9570974,市川市大町84-10,047-337-3610,http://www.city.ichikawa.lg.jp/pub01/1211000002.html,ｵｵﾏﾁｼｮｳｶﾞｯｺｳ,保健室前廊下
